"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"501",500,5034,"Connauton Kevin","Connauton","Kevin","2013-14",23,"DAL","","D","D",36,1,7,8,-6,16,1,0,0,56,552,0.3,0.5,0.8,0.6,-0.1,0,0.5,"Sub_ 876",3,1,"Connauton Kevin_2013-2014",2013,"2013-2014","Connauton Kevin","Kevin ","Connauton",600000,0.6,1.666666667,11.66666667,13.33333333,93.33333333,-10,920,1.666666667,11.66666667,13.33333333,93.33333333,-10,920,-0.769354437330155,-0.808746512410558
"502",501,5035,"Connauton Kevin","Connauton","Kevin","2014-15",24,"CBJ","CA","D","D",62,9,12,21,5,35,9,0,0,96,1005,2.1,2.3,4.4,3,1.6,-0.3,4.4,"Sub_ 876",3,2,"Connauton Kevin_2014-2015",2014,"2014-2015","Connauton Kevin","Kevin ","Connauton",650000,0.65,13.84615385,18.46153846,32.30769231,147.6923077,7.692307692,1546.153846,13.84615385,18.46153846,32.30769231,147.6923077,7.692307692,1546.153846,-0.746292193964161,-0.136397024742841
"503",502,5036,"Connauton Kevin","Connauton","Kevin","2015-16",25,"TOT","CA","D","D",65,5,12,17,7,60,5,0,0,109,1088,1.1,2.8,3.9,2.2,2.9,0,5.2,"Sub_ 876",3,3,"Connauton Kevin_2015-2016",2015,"2015-2016","Connauton Kevin","Kevin ","Connauton",378494,0.378494,13.21024904,31.7045977,44.91484673,287.9834291,18.49434866,2874.550191,13.21024904,31.7045977,44.91484673,287.9834291,18.49434866,2874.550191,-0.871522942910711,-0.343273790179062
"504",503,5054,"Connolly Brett","Connolly","Brett","2014-15",22,"BOS","CA","RW","RW",55,12,5,17,3,48,10,2,0,83,668,1.4,0.7,2.1,2.3,0.8,0,3.1,"Sub_ 879",5,4,"Connolly Brett_2014-2015",2014,"2014-2015","Connolly Brett","Brett ","Connolly",187476,0.187476,64.00819305,26.67008044,90.67827349,442.7233353,16.00204826,3563.122746,64.00819305,26.67008044,90.67827349,442.7233353,16.00204826,3563.122746,-0.959629014976418,-0.343273790179062
"505",504,5055,"Connolly Brett","Connolly","Brett","2015-16",23,"BOS","CA","RW","RW",71,9,16,25,-1,20,7,2,0,95,920,1.3,0.9,2.2,0.3,1.2,0,1.4,"Sub_ 879",5,5,"Connolly Brett_2015-2016",2015,"2015-2016","Connolly Brett","Brett ","Connolly",1025000,1.025,8.780487805,15.6097561,24.3902439,92.68292683,-0.975609756,897.5609756,8.780487805,15.6097561,24.3902439,92.68292683,-0.975609756,897.5609756,-0.573325368719208,0.0704797406933799
"506",505,5114,"Cooke Matt","Cooke","Matt","2011-12",33,"PIT","CA","LW","LW",82,19,19,38,5,44,16,1,2,147,1286,2.8,1.4,4.2,6.5,4.7,0,11.3,"Sub_ 888",16,13,"Cooke Matt_2011-2012",2011,"2011-2012","Cooke Matt","Matt ","Cooke",2000000,2,9.5,9.5,19,73.5,2.5,643,9.5,9.5,19,73.5,2.5,643,-0.123611623082331,0.742829228361097
"507",506,5115,"Cooke Matt","Cooke","Matt","2012-13",34,"PIT","CA","LW","LW",48,8,13,21,-2,36,8,0,0,61,706,1.3,0.5,1.7,3.1,1.5,0,4.7,"Sub_ 888",16,14,"Cooke Matt_2012-2013",2012,"2012-2013","Cooke Matt","Matt ","Cooke",731707,0.731707,10.93333807,17.76667437,28.70001244,83.36670279,-2.733334518,964.8670848,10.93333807,17.76667437,28.70001244,83.36670279,-2.733334518,964.8670848,-0.708605259590056,-0.136397024742841
"508",507,5116,"Cooke Matt","Cooke","Matt","2013-14",35,"MIN","CA","LW","LW",82,10,18,28,8,54,9,0,1,104,1263,0.6,1.9,2.5,1.6,4.3,0,5.9,"Sub_ 888",16,15,"Cooke Matt_2013-2014",2013,"2013-2014","Cooke Matt","Matt ","Cooke",1500000,1.5,6.666666667,12,18.66666667,69.33333333,5.333333333,842,6.666666667,12,18.66666667,69.33333333,5.333333333,842,-0.354234056742268,0.225637314770546
"509",508,5117,"Cooke Matt","Cooke","Matt","2014-15",36,"MIN","CA","LW","LW",29,4,6,10,0,13,4,0,0,24,365,0.6,0.4,1,1.2,3,0,4.1,"Sub_ 888",16,16,"Cooke Matt_2014-2015",2014,"2014-2015","Cooke Matt","Matt ","Cooke",3000000,3,1.333333333,2,3.333333333,8,0,121.6666667,1.333333333,2,3.333333333,8,0,121.6666667,0.337633244237542,-0.705308129692448
"510",509,5123,"Copp Andrew","Copp","Andrew","2014-15",20,"WPG","US","C","C",1,0,1,1,2,0,0,0,0,4,13,0.1,0.1,0.2,NA,NA,NA,NA,"Sub_ 891",2,1,"Copp Andrew_2014-2015",2014,"2014-2015","Copp Andrew","Andrew ","Copp",172070,0.17207,0,5.811588307,5.811588307,23.24635323,11.62317661,75.55064799,0,5.811588307,5.811588307,23.24635323,11.62317661,75.55064799,-0.966734953402348,-1.17078085192394
"511",510,5124,"Copp Andrew","Copp","Andrew","2015-16",21,"WPG","US","C","C",77,7,6,13,8,6,7,0,0,54,616,0.6,1,1.5,1.4,2.1,0,3.4,"Sub_ 891",2,2,"Copp Andrew_2015-2016",2015,"2015-2016","Copp Andrew","Andrew ","Copp",925000,0.925,7.567567568,6.486486486,14.05405405,58.37837838,8.648648649,665.9459459,7.567567568,6.486486486,14.05405405,58.37837838,8.648648649,665.9459459,-0.619449855451196,-0.550150555615282
"512",511,5148,"Cormier Patrice","Cormier","Patrice","2011-12",21,"WPG","CA","C","C",9,0,0,0,1,0,0,0,0,8,57,-0.2,0.1,-0.1,-0.5,0.2,0,-0.3,"Sub_ 895",6,2,"Cormier Patrice_2011-2012",2011,"2011-2012","Cormier Patrice","Patrice ","Cormier",612500,0.6125,0,0,0,13.06122449,1.632653061,93.06122449,0,0,0,13.06122449,1.632653061,93.06122449,-0.763588876488656,-1.222500043283
"513",512,5152,"Cormier Patrice","Cormier","Patrice","2015-16",25,"WPG","CA","C","C",2,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,"Sub_ 895",6,6,"Cormier Patrice_2015-2016",2015,"2015-2016","Cormier Patrice","Patrice ","Cormier",650000,0.65,0,0,0,1.538461538,0,13.84615385,0,0,0,1.538461538,0,13.84615385,-0.746292193964161,-1.222500043283
"514",513,5156,"Corrado Frank","Corrado","Frank","2013-14",20,"VAN","CA","D","D",15,1,0,1,-2,4,1,0,0,20,188,0,0.3,0.3,-0.5,0.4,0,0,"Sub_ 898",4,2,"Corrado Frank_2013-2014",2013,"2013-2014","Corrado Frank","Frank ","Corrado",615000,0.615,1.62601626,0,1.62601626,32.5203252,-3.25203252,305.6910569,1.62601626,0,1.62601626,32.5203252,-3.25203252,305.6910569,-0.762435764320356,-1.17078085192394
"515",514,5158,"Corrado Frank","Corrado","Frank","2015-16",22,"TOR","CA","D","D",39,1,5,6,-12,26,1,0,0,46,564,0.1,0.3,0.4,-0.5,-0.4,0,-0.8,"Sub_ 898",4,4,"Corrado Frank_2015-2016",2015,"2015-2016","Corrado Frank","Frank ","Corrado",632500,0.6325,1.581027668,7.90513834,9.486166008,72.72727273,-18.97233202,891.6996047,1.581027668,7.90513834,9.486166008,72.72727273,-18.97233202,891.6996047,-0.754363979142259,-0.912184895128669
"516",515,5335,"Cousins Nick","Cousins","Nick","2014-15",21,"PHI","CA","C","C",11,0,0,0,1,2,0,0,0,6,97,-0.3,0.1,-0.1,-0.8,0.3,0.6,0.1,"Sub_ 924",2,1,"Cousins Nick_2014-2015",2014,"2014-2015","Cousins Nick","Nick ","Cousins",205402,0.205402,0,0,0,29.2110106,4.868501767,472.2446714,0,0,0,29.2110106,4.868501767,472.2446714,-0.951360739484842,-1.222500043283
"517",516,5336,"Cousins Nick","Cousins","Nick","2015-16",22,"PHI","CA","C","C",36,6,5,11,5,4,6,0,0,41,386,0.8,0.7,1.5,1.7,1.2,0.5,3.4,"Sub_ 924",2,2,"Cousins Nick_2015-2016",2015,"2015-2016","Cousins Nick","Nick ","Cousins",892500,0.8925,6.722689076,5.602240896,12.32492997,45.93837535,5.602240896,432.4929972,6.722689076,5.602240896,12.32492997,45.93837535,5.602240896,432.4929972,-0.634440313639091,-0.653588938333393
"518",517,5339,"Couture Logan","Couture","Logan","2011-12",22,"SJS","CA","C","C",80,31,34,65,2,16,18,11,2,245,1485,6.4,1.7,8.2,12.5,3.2,-1.1,14.6,"Sub_ 925",7,3,"Couture Logan_2011-2012",2011,"2011-2012","Couture Logan","Logan ","Couture",787500,0.7875,39.36507937,43.17460317,82.53968254,311.1111111,2.53968254,1885.714286,39.36507937,43.17460317,82.53968254,311.1111111,2.53968254,1885.714286,-0.682871024707678,2.13924739505559
"519",518,5340,"Couture Logan","Couture","Logan","2012-13",23,"SJS","CA","C","C",48,21,16,37,7,4,14,7,0,151,869,4.2,1.6,5.7,7.5,1.7,1.5,10.7,"Sub_ 925",7,4,"Couture Logan_2012-2013",2012,"2012-2013","Couture Logan","Logan ","Couture",1609756,1.609756,13.04545534,9.939394542,22.98484988,93.80303599,4.348485112,539.8333661,13.04545534,9.939394542,22.98484988,93.80303599,4.348485112,539.8333661,-0.303609665084708,0.691110037002042
"520",519,5341,"Couture Logan","Couture","Logan","2013-14",24,"SJS","CA","C","C",65,23,30,53,21,20,17,4,2,233,1231,5,2.3,7.2,8.3,5.1,2.3,15.7,"Sub_ 925",7,5,"Couture Logan_2013-2014",2013,"2013-2014","Couture Logan","Logan ","Couture",3000000,3,7.666666667,10,17.66666667,77.66666667,7,410.3333333,7.666666667,10,17.66666667,77.66666667,7,410.3333333,0.337633244237542,1.51861709874693
"521",520,5342,"Couture Logan","Couture","Logan","2014-15",25,"SJS","CA","C","C",82,27,40,67,-6,12,19,6,2,263,1564,6.1,1.5,7.6,9.9,3,0.5,13.5,"Sub_ 925",7,6,"Couture Logan_2014-2015",2014,"2014-2015","Couture Logan","Logan ","Couture",6000000,6,4.5,6.666666667,11.16666667,43.83333333,-1,260.6666667,4.5,6.666666667,11.16666667,43.83333333,-1,260.6666667,1.72136784619716,2.2426857777737
"522",521,5343,"Couture Logan","Couture","Logan","2015-16",26,"SJS","CA","C","C",52,15,21,36,2,20,10,5,0,137,904,3.2,1.2,4.3,5.2,2.1,0.7,8,"Sub_ 925",7,7,"Couture Logan_2015-2016",2015,"2015-2016","Couture Logan","Logan ","Couture",6000000,6,2.5,3.5,6,22.83333333,0.333333333,150.6666667,2.5,3.5,6,22.83333333,0.333333333,150.6666667,1.72136784619716,0.639390845642987
"523",522,5344,"Couturier Sean","Couturier","Sean","2011-12",19,"PHI","US","C","C",77,13,14,27,18,14,11,0,2,116,1089,1.4,1.7,3.1,3.8,4.9,-0.3,8.4,"Sub_ 926",5,1,"Couturier Sean_2011-2012",2011,"2011-2012","Couturier Sean","Sean ","Couturier",925000,0.925,14.05405405,15.13513514,29.18918919,125.4054054,19.45945946,1177.297297,14.05405405,15.13513514,29.18918919,125.4054054,19.45945946,1177.297297,-0.619449855451196,0.17391812341149
"524",523,5345,"Couturier Sean","Couturier","Sean","2012-13",20,"PHI","US","C","C",46,4,11,15,-8,10,4,0,0,75,731,0.1,0.5,0.6,0,3.6,0,3.6,"Sub_ 926",5,2,"Couturier Sean_2012-2013",2012,"2012-2013","Couturier Sean","Sean ","Couturier",633963,0.633963,6.309516486,17.35117034,23.66068682,118.3034341,-12.61903297,1153.064138,6.309516486,17.35117034,23.66068682,118.3034341,-12.61903297,1153.064138,-0.75368917790137,-0.446712172897172
"525",524,5346,"Couturier Sean","Couturier","Sean","2013-14",21,"PHI","US","C","C",82,13,26,39,1,45,12,0,1,165,1565,1.4,1.7,3.2,3.4,5.5,-0.5,8.4,"Sub_ 926",5,3,"Couturier Sean_2013-2014",2013,"2013-2014","Couturier Sean","Sean ","Couturier",925000,0.925,14.05405405,28.10810811,42.16216216,178.3783784,1.081081081,1691.891892,14.05405405,28.10810811,42.16216216,178.3783784,1.081081081,1691.891892,-0.619449855451196,0.794548419720153
"526",525,5347,"Couturier Sean","Couturier","Sean","2014-15",22,"PHI","US","C","C",82,15,22,37,4,28,13,1,1,148,1508,1.5,1.8,3.3,2.6,4.1,-1.2,5.4,"Sub_ 926",5,4,"Couturier Sean_2014-2015",2014,"2014-2015","Couturier Sean","Sean ","Couturier",1500000,1.5,10,14.66666667,24.66666667,98.66666667,2.666666667,1005.333333,10,14.66666667,24.66666667,98.66666667,2.666666667,1005.333333,-0.354234056742268,0.691110037002042
"527",526,5348,"Couturier Sean","Couturier","Sean","2015-16",23,"PHI","US","C","C",63,11,28,39,8,30,9,2,0,119,1172,2.3,1.7,4,4.4,3.4,-0.2,7.5,"Sub_ 926",5,5,"Couturier Sean_2015-2016",2015,"2015-2016","Couturier Sean","Sean ","Couturier",2000000,2,5.5,14,19.5,59.5,4,586,5.5,14,19.5,59.5,4,586,-0.123611623082331,0.794548419720153
"528",527,5361,"Cowen Jared","Cowen","Jared","2011-12",21,"OTT","CA","D","D",82,5,12,17,-4,56,5,0,0,58,1549,0.7,2,2.7,1.5,1.2,0,2.7,"Sub_ 929",6,2,"Cowen Jared_2011-2012",2011,"2011-2012","Cowen Jared","Jared ","Cowen",900000,0.9,5.555555556,13.33333333,18.88888889,64.44444444,-4.444444444,1721.111111,5.555555556,13.33333333,18.88888889,64.44444444,-4.444444444,1721.111111,-0.630980977134193,-0.343273790179062
"529",528,5362,"Cowen Jared","Cowen","Jared","2012-13",22,"OTT","CA","D","D",7,1,0,1,1,10,1,0,0,8,142,0.1,0.5,0.5,0.3,0.4,0,0.7,"Sub_ 929",6,3,"Cowen Jared_2012-2013",2012,"2012-2013","Cowen Jared","Jared ","Cowen",810000,0.81,1.234567901,0,1.234567901,9.87654321,1.234567901,175.308642,1.234567901,0,1.234567901,9.87654321,1.234567901,175.308642,-0.672493015192981,-1.17078085192394
"530",529,5363,"Cowen Jared","Cowen","Jared","2013-14",23,"OTT","CA","D","D",68,6,9,15,0,45,6,0,0,68,1395,0.7,2.3,3,1.1,2.1,0,3.2,"Sub_ 929",6,4,"Cowen Jared_2013-2014",2013,"2013-2014","Cowen Jared","Jared ","Cowen",1500000,1.5,4,6,10,45.33333333,0,930,4,6,10,45.33333333,0,930,-0.354234056742268,-0.446712172897172
"531",530,5364,"Cowen Jared","Cowen","Jared","2014-15",24,"OTT","CA","D","D",54,3,6,9,-11,45,3,0,0,47,980,0.1,0.9,1,-0.6,0.5,0,-0.1,"Sub_ 929",6,5,"Cowen Jared_2014-2015",2014,"2014-2015","Cowen Jared","Jared ","Cowen",2700000,2.7,1.111111111,2.222222222,3.333333333,17.40740741,-4.074074074,362.962963,1.111111111,2.222222222,3.333333333,17.40740741,-4.074074074,362.962963,0.19925978404158,-0.757027321051503
"532",531,5365,"Cowen Jared","Cowen","Jared","2015-16",25,"OTT","CA","D","D",37,0,4,4,7,16,0,0,0,23,628,-0.3,1.5,1.2,-1.1,1.2,0,0.1,"Sub_ 929",6,6,"Cowen Jared_2015-2016",2015,"2015-2016","Cowen Jared","Jared ","Cowen",1213440,1.21344,0,3.296413502,3.296413502,18.95437764,5.768723629,517.5369198,0,3.296413502,3.296413502,18.95437764,5.768723629,517.5369198,-0.486408385921451,-1.01562327784678
"533",532,5378,"Coyle Charlie","Coyle","Charlie","2012-13",20,"MIN","US","C","C",37,8,6,14,3,28,7,1,0,50,557,0.9,0.8,1.7,2.2,1.6,0,3.8,"Sub_ 933",4,1,"Coyle Charlie_2012-2013",2012,"2012-2013","Coyle Charlie","Charlie ","Coyle",616829,0.616829,12.96955882,9.727169118,22.69672794,81.05974265,4.863584559,903.0055331,12.96955882,9.727169118,22.69672794,81.05974265,4.863584559,903.0055331,-0.761592147458028,-0.498431364256227
"534",533,5379,"Coyle Charlie","Coyle","Charlie","2013-14",21,"MIN","US","C","C",70,12,18,30,-7,33,10,2,0,135,1196,1.3,1.1,2.4,-0.3,2.5,-0.2,2,"Sub_ 933",4,2,"Coyle Charlie_2013-2014",2013,"2013-2014","Coyle Charlie","Charlie ","Coyle",900000,0.9,13.33333333,20,33.33333333,150,-7.777777778,1328.888889,13.33333333,20,33.33333333,150,-7.777777778,1328.888889,-0.630980977134193,0.329075697488656
"535",534,5380,"Coyle Charlie","Coyle","Charlie","2014-15",22,"MIN","US","C","C",82,11,24,35,13,39,10,1,0,120,1193,1.9,1.9,3.8,2.9,3.2,-0.3,5.8,"Sub_ 933",4,3,"Coyle Charlie_2014-2015",2014,"2014-2015","Coyle Charlie","Charlie ","Coyle",900000,0.9,12.22222222,26.66666667,38.88888889,133.3333333,14.44444444,1325.555556,12.22222222,26.66666667,38.88888889,133.3333333,14.44444444,1325.555556,-0.630980977134193,0.587671654283932
"536",535,5381,"Coyle Charlie","Coyle","Charlie","2015-16",23,"MIN","US","C","C",82,21,21,42,1,16,19,2,0,140,1419,3.2,1.8,4.9,4.5,3.4,0.9,8.8,"Sub_ 933",4,4,"Coyle Charlie_2015-2016",2015,"2015-2016","Coyle Charlie","Charlie ","Coyle",1900000,1.9,11.05263158,11.05263158,22.10526316,73.68421053,0.526315789,746.8421053,11.05263158,11.05263158,22.10526316,73.68421053,0.526315789,746.8421053,-0.169736109814319,0.949705993797318
"537",536,5388,"Cracknell Adam","Cracknell","Adam","2011-12",26,"STL","CA","RW","RW",2,1,0,1,1,0,1,0,0,1,15,0.2,0.1,0.2,0.4,0.1,0,0.5,"Sub_ 935",6,2,"Cracknell Adam_2011-2012",2011,"2011-2012","Cracknell Adam","Adam ","Cracknell",575000,0.575,1.739130435,0,1.739130435,1.739130435,1.739130435,26.08695652,1.739130435,0,1.739130435,1.739130435,1.739130435,26.08695652,-0.780885559013151,-1.17078085192394
"538",537,5390,"Cracknell Adam","Cracknell","Adam","2013-14",28,"STL","CA","RW","RW",19,0,2,2,0,0,0,0,0,16,155,-0.2,0.2,0,-0.9,0.3,0,-0.6,"Sub_ 935",6,4,"Cracknell Adam_2013-2014",2013,"2013-2014","Cracknell Adam","Adam ","Cracknell",600000,0.6,0,3.333333333,3.333333333,26.66666667,0,258.3333333,0,3.333333333,3.333333333,26.66666667,0,258.3333333,-0.769354437330155,-1.11906166056489
"539",538,5392,"Cracknell Adam","Cracknell","Adam","2015-16",30,"TOT","CA","RW","RW",52,5,5,10,-1,20,5,0,0,68,636,-0.1,0.8,0.7,0.5,1.5,0,2,"Sub_ 935",6,6,"Cracknell Adam_2015-2016",2015,"2015-2016","Cracknell Adam","Adam ","Cracknell",575000,0.575,8.695652174,8.695652174,17.39130435,118.2608696,-1.739130435,1106.086957,8.695652174,8.695652174,17.39130435,118.2608696,-1.739130435,1106.086957,-0.780885559013151,-0.705308129692448
"540",539,5509,"Crosby Sidney","Crosby","Sidney","2011-12",24,"PIT","CA","C","C",22,8,29,37,15,14,6,2,0,75,406,3.9,1,5,8.3,1.6,0,9.9,"Sub_ 953",11,7,"Crosby Sidney_2011-2012",2011,"2011-2012","Crosby Sidney","Sidney ","Crosby",9000000,9,0.888888889,3.222222222,4.111111111,8.333333333,1.666666667,45.11111111,0.888888889,3.222222222,4.111111111,8.333333333,1.666666667,45.11111111,3.10510244815678,0.691110037002042
"541",540,5510,"Crosby Sidney","Crosby","Sidney","2012-13",25,"PIT","CA","C","C",36,15,41,56,26,16,12,3,0,124,760,5.8,1.7,7.5,12,2.7,1,15.7,"Sub_ 953",11,8,"Crosby Sidney_2012-2013",2012,"2012-2013","Crosby Sidney","Sidney ","Crosby",4390244,4.390244,3.416666591,9.338888681,12.75555527,28.24444382,5.922222091,173.1111073,3.416666591,9.338888681,12.75555527,28.24444382,5.922222091,173.1111073,0.978876153559793,1.67377467282409
"542",541,5511,"Crosby Sidney","Crosby","Sidney","2013-14",26,"PIT","CA","C","C",80,36,68,104,18,46,25,11,0,259,1758,10.7,2.8,13.5,21.6,4.1,0.4,26.1,"Sub_ 953",11,9,"Crosby Sidney_2013-2014",2013,"2013-2014","Crosby Sidney","Sidney ","Crosby",12000000,12,3,5.666666667,8.666666667,21.58333333,1.5,146.5,3,5.666666667,8.666666667,21.58333333,1.5,146.5,4.4888370501164,4.15629585805874
"543",542,5512,"Crosby Sidney","Crosby","Sidney","2014-15",27,"PIT","CA","C","C",77,28,56,84,5,47,18,10,0,237,1538,8.2,2,10.3,15.7,1.8,2,19.6,"Sub_ 953",11,10,"Crosby Sidney_2014-2015",2014,"2014-2015","Crosby Sidney","Sidney ","Crosby",12000000,12,2.333333333,4.666666667,7,19.75,0.416666667,128.1666667,2.333333333,4.666666667,7,19.75,0.416666667,128.1666667,4.4888370501164,3.12191203087764
"544",543,5513,"Crosby Sidney","Crosby","Sidney","2015-16",28,"PIT","CA","C","C",80,36,49,85,19,42,26,10,0,248,1638,9.1,2.4,11.5,17.2,3.1,-0.4,20,"Sub_ 953",11,11,"Crosby Sidney_2015-2016",2015,"2015-2016","Crosby Sidney","Sidney ","Crosby",12000000,12,3,4.083333333,7.083333333,20.66666667,1.583333333,136.5,3,4.083333333,7.083333333,20.66666667,1.583333333,136.5,4.4888370501164,3.17363122223669
"545",544,5526,"Cross Tommy","Cross","Tommy","2015-16",26,"BOS","US","D","D",3,0,1,1,-1,0,0,0,0,0,39,0.1,0,0,0.1,0,0,0.1,"Sub_ 955",1,1,"Cross Tommy_2015-2016",2015,"2015-2016","Cross Tommy","Tommy ","Cross",25806,0.025806,0,38.75067814,38.75067814,0,-38.75067814,1511.276447,0,38.75067814,38.75067814,0,-38.75067814,1511.276447,-1.03419847267602,-1.17078085192394
"546",545,5614,"Cullen Matt","Cullen","Matt","2011-12",35,"MIN","US","C","C",73,14,21,35,-10,24,10,4,0,164,1382,1.6,1.5,3.1,1,2.4,1.3,4.7,"Sub_ 969",18,14,"Cullen Matt_2011-2012",2011,"2011-2012","Cullen Matt","Matt ","Cullen",3500000,3.5,4,6,10,46.85714286,-2.857142857,394.8571429,4,6,10,46.85714286,-2.857142857,394.8571429,0.568255677897479,0.587671654283932
"547",546,5615,"Cullen Matt","Cullen","Matt","2012-13",36,"MIN","US","C","C",42,7,20,27,9,10,7,0,0,79,667,1.9,1.2,3.1,3.1,3.4,1.5,8,"Sub_ 969",18,15,"Cullen Matt_2012-2013",2012,"2012-2013","Cullen Matt","Matt ","Cullen",2048780,2.04878,3.41666748,9.761907086,13.17857457,38.55953299,4.392858189,325.5596013,3.41666748,9.761907086,13.17857457,38.55953299,4.392858189,325.5596013,-0.101112098454468,0.17391812341149
"548",547,5616,"Cullen Matt","Cullen","Matt","2013-14",37,"NSH","US","C","C",77,10,29,39,4,32,9,1,0,134,1193,2.1,1.5,3.6,3.1,3.3,-0.8,5.6,"Sub_ 969",18,16,"Cullen Matt_2013-2014",2013,"2013-2014","Cullen Matt","Matt ","Cullen",3000000,3,3.333333333,9.666666667,13,44.66666667,1.333333333,397.6666667,3.333333333,9.666666667,13,44.66666667,1.333333333,397.6666667,0.337633244237542,0.794548419720153
"549",548,5617,"Cullen Matt","Cullen","Matt","2014-15",38,"NSH","US","C","C",62,7,18,25,8,16,7,0,0,90,807,1.4,1.2,2.6,1.9,2.6,-0.2,4.4,"Sub_ 969",18,17,"Cullen Matt_2014-2015",2014,"2014-2015","Cullen Matt","Matt ","Cullen",4000000,4,1.75,4.5,6.25,22.5,2,201.75,1.75,4.5,6.25,22.5,2,201.75,0.798878111557416,0.0704797406933799
"550",549,5618,"Cullen Matt","Cullen","Matt","2015-16",39,"PIT","US","C","C",82,16,16,32,5,20,13,0,3,118,1138,2.2,1.3,3.6,4.7,4.1,-0.2,8.5,"Sub_ 969",18,18,"Cullen Matt_2015-2016",2015,"2015-2016","Cullen Matt","Matt ","Cullen",800000,0.8,20,20,40,147.5,6.25,1422.5,20,20,40,147.5,6.25,1422.5,-0.67710546386618,0.432514080206766
"551",550,5644,"Cumiskey Kyle","Cumiskey","Kyle","2014-15",28,"CHI","CA","D","D",7,0,0,0,-1,0,0,0,0,5,93,-0.1,0.1,0,-0.3,0.1,0,-0.2,"Sub_ 973",6,6,"Cumiskey Kyle_2014-2015",2014,"2014-2015","Cumiskey Kyle","Kyle ","Cumiskey",77419,0.077419,0,0,0,64.58362934,-12.91672587,1201.255506,0,0,0,64.58362934,-12.91672587,1201.255506,-1.01039224133904,-1.222500043283
"552",551,5677,"Cunningham Craig","Cunningham","Craig","2014-15",24,"ARI","CA","LW/RW","LW",51,3,4,7,-7,4,2,0,1,54,534,-0.4,0.3,0,-0.7,0.5,0,-0.2,"Sub_ 978",3,2,"Cunningham Craig_2014-2015",2014,"2014-2015","Cunningham Craig","Craig ","Cunningham",132258,0.132258,22.68293789,30.24391719,52.92685509,408.2928821,-52.92685509,4037.562945,22.68293789,30.24391719,52.92685509,408.2928821,-52.92685509,4037.562945,-0.985098034060087,-0.860465703769614
"553",552,5678,"Cunningham Craig","Cunningham","Craig","2015-16",25,"ARI","CA","RW","RW",10,0,1,1,-1,2,0,0,0,13,101,-0.2,0.1,-0.1,-0.3,0.1,0,-0.3,"Sub_ 978",3,3,"Cunningham Craig_2015-2016",2015,"2015-2016","Cunningham Craig","Craig ","Cunningham",135483,0.135483,0,7.38099983,7.38099983,95.95299779,-7.38099983,745.4809829,0,7.38099983,7.38099983,95.95299779,-7.38099983,745.4809829,-0.98361051936298,-1.17078085192394
"554",553,5746,"Czuczman Kevin","Czuczman","Kevin","2013-14",23,"NYI","","D","D",13,0,2,2,-5,14,0,0,0,24,254,-0.1,0.1,0,-0.2,0,0,-0.2,"Sub_ 991",1,1,"Czuczman Kevin_2013-2014",2013,"2013-2014","Czuczman Kevin","Kevin ","Czuczman",925000,0.925,0,2.162162162,2.162162162,25.94594595,-5.405405405,274.5945946,0,2.162162162,2.162162162,25.94594595,-5.405405405,274.5945946,-0.619449855451196,-1.11906166056489
"555",554,5785,"Dahlbeck Klas","Dahlbeck","Klas","2015-16",24,"ARI","SE","D","D",71,2,6,8,-5,28,2,0,0,64,1117,-0.3,1.8,1.5,-0.6,1.8,0,1.2,"Sub_ 999",2,2,"Dahlbeck Klas_2015-2016",2015,"2015-2016","Dahlbeck Klas","Klas ","Dahlbeck",471639,0.471639,4.240531423,12.72159427,16.96212569,135.6970055,-10.60132856,2368.3368,4.240531423,12.72159427,16.96212569,135.6970055,-10.60132856,2368.3368,-0.828560289744201,-0.808746512410558
"556",555,5866,"Daley Trevor","Daley","Trevor","2011-12",28,"DAL","CA","D","D",79,4,21,25,3,42,3,1,0,134,1710,1.2,3.7,4.9,0.6,3.6,0.3,4.4,"Sub_ 1009",12,8,"Daley Trevor_2011-2012",2011,"2011-2012","Daley Trevor","Trevor ","Daley",3500000,3.5,1.142857143,6,7.142857143,38.28571429,0.857142857,488.5714286,1.142857143,6,7.142857143,38.28571429,0.857142857,488.5714286,0.568255677897479,0.0704797406933799
"557",556,5867,"Daley Trevor","Daley","Trevor","2012-13",29,"DAL","CA","D","D",44,4,9,13,1,14,2,2,0,58,942,0.8,1.9,2.7,1,2.2,0,3.2,"Sub_ 1009",12,9,"Daley Trevor_2012-2013",2012,"2012-2013","Daley Trevor","Trevor ","Daley",3500000,3.5,1.142857143,2.571428571,3.714285714,16.57142857,0.285714286,269.1428571,1.142857143,2.571428571,3.714285714,16.57142857,0.285714286,269.1428571,0.568255677897479,-0.550150555615282
