,Unnamed: 0,NameCode_x,Last_Name_x,First_Name_x,Season_x,Age,Team,Nat,Pos,GP,G,A,PTS,PM,PIM,ESG,PPG,SHG,Shot,TOI,OPS,DPS,PS,OGVT,DGVT,SGVT,GVT,Sub_ID,TotYears,year_number,NameCode_Season,Season_Start,Season_y,NameCode_y,First_Name_y,Last_Name_y,Salary,Sal_mil,a1,a2,a3,a4,a5,a6,goals_million,assists_million,point_/million,shots_million,plus_minus_million,time_on_ice_million
1416,13704,Keith Duncan,Keith,Duncan,2012-13,29.0,CHI,CA,D,47,3,24,27,16,31,1,2,0,91,1133,2.1,3.3,5.4,4.1,4.3,0.0,8.4,Sub_ 2373,11,8,Keith Duncan_2012-2013,2012,2012-2013,Keith Duncan,Duncan ,Keith,8000000,8.0,0.375,3.0,3.375,11.375,2.0,141.625,0.375,3.0,3.375,11.375,2.0,141.625
1417,13705,Keith Duncan,Keith,Duncan,2013-14,30.0,CHI,CA,D,79,6,55,61,22,28,3,3,0,198,1947,5.1,4.9,10.0,11.2,6.1,0.0,17.2,Sub_ 2373,11,9,Keith Duncan_2013-2014,2013,2013-2014,Keith Duncan,Duncan ,Keith,7650000,7.65,0.7843137254901961,7.18954248366013,7.973856209150326,25.88235294117647,2.8758169934640523,254.50980392156862,0.7843137254901961,7.18954248366013,7.973856209150326,25.88235294117647,2.8758169934640523,254.50980392156862
1418,13706,Keith Duncan,Keith,Duncan,2014-15,31.0,CHI,CA,D,80,10,35,45,12,20,7,3,0,171,2045,3.6,5.7,9.3,6.5,5.8,0.0,12.3,Sub_ 2373,11,10,Keith Duncan_2014-2015,2014,2014-2015,Keith Duncan,Duncan ,Keith,7600000,7.6,1.3157894736842106,4.605263157894737,5.921052631578948,22.5,1.5789473684210527,269.07894736842104,1.3157894736842106,4.605263157894737,5.921052631578948,22.5,1.5789473684210527,269.07894736842104
1419,13707,Keith Duncan,Keith,Duncan,2015-16,32.0,CHI,CA,D,67,9,34,43,13,26,5,4,0,130,1691,3.7,4.7,8.4,7.4,4.8,0.0,12.2,Sub_ 2373,11,11,Keith Duncan_2015-2016,2015,2015-2016,Keith Duncan,Duncan ,Keith,7500000,7.5,1.2,4.533333333333333,5.733333333333333,17.333333333333332,1.7333333333333334,225.46666666666667,1.2,4.533333333333333,5.733333333333333,17.333333333333332,1.7333333333333334,225.46666666666667
1420,13743,Kelly Chris,Kelly,Chris,2011-12,31.0,BOS,CA,C,82,20,19,39,33,41,17,1,2,122,1208,3.4,2.3,5.7,7.3,5.4,0.0,12.7,Sub_ 2380,12,8,Kelly Chris_2011-2012,2011,2011-2012,Kelly Chris,Chris ,Kelly,2000000,2.0,10.0,9.5,19.5,61.0,16.5,604.0,10.0,9.5,19.5,61.0,16.5,604.0
1421,13744,Kelly Chris,Kelly,Chris,2012-13,32.0,BOS,CA,C,34,3,6,9,-8,16,2,1,0,40,509,-0.1,0.2,0.1,0.0,0.8,0.0,0.9,Sub_ 2380,12,9,Kelly Chris_2012-2013,2012,2012-2013,Kelly Chris,Chris ,Kelly,1463415,1.463415,2.0499994875001284,4.099998975000257,6.149998462500385,27.33332650000171,-5.466665300000342,347.8165797125218,2.0499994875001284,4.099998975000257,6.149998462500385,27.33332650000171,-5.466665300000342,347.8165797125218
1422,13745,Kelly Chris,Kelly,Chris,2013-14,33.0,BOS,CA,C,57,9,9,18,2,32,8,0,1,69,838,0.7,0.8,1.5,0.5,2.0,-0.3,2.2,Sub_ 2380,12,10,Kelly Chris_2013-2014,2013,2013-2014,Kelly Chris,Chris ,Kelly,3500000,3.5,2.5714285714285716,2.5714285714285716,5.142857142857143,19.714285714285715,0.5714285714285714,239.42857142857142,2.5714285714285716,2.5714285714285716,5.142857142857143,19.714285714285715,0.5714285714285714,239.42857142857142
1423,13746,Kelly Chris,Kelly,Chris,2014-15,34.0,BOS,CA,C,80,7,21,28,6,48,6,0,1,112,1211,0.6,1.6,2.1,1.5,3.6,-0.3,4.8,Sub_ 2380,12,11,Kelly Chris_2014-2015,2014,2014-2015,Kelly Chris,Chris ,Kelly,3500000,3.5,2.0,6.0,8.0,32.0,1.7142857142857142,346.0,2.0,6.0,8.0,32.0,1.7142857142857142,346.0
1424,13747,Kelly Chris,Kelly,Chris,2015-16,35.0,BOS,CA,C,11,2,0,2,3,0,1,0,1,8,144,0.0,0.3,0.3,-0.3,0.7,0.0,0.4,Sub_ 2380,12,12,Kelly Chris_2015-2016,2015,2015-2016,Kelly Chris,Chris ,Kelly,2500000,2.5,0.8,0.0,0.8,3.2,1.2,57.6,0.8,0.0,0.8,3.2,1.2,57.6
1425,13759,Kemppainen Joonas,Kemppainen,Joonas,2015-16,27.0,BOS,FI,C,44,2,3,5,-6,4,1,0,1,35,552,-0.8,0.3,-0.4,-2.0,0.9,0.0,-1.0,Sub_ 2384,1,1,Kemppainen Joonas_2015-2016,2015,2015-2016,Kemppainen Joonas,Joonas ,Kemppainen,684744,0.684744,2.9207995980979753,4.381199397146963,7.301998995244938,51.11399296671457,-8.762398794293926,806.1406890750411,2.9207995980979753,4.381199397146963,7.301998995244938,51.11399296671457,-8.762398794293926,806.1406890750411
1426,13801,Kennedy Tyler,Kennedy,Tyler,2011-12,25.0,PIT,CA,C,60,11,22,33,10,29,11,0,0,195,862,2.5,1.3,3.8,6.3,1.7,0.0,7.9,Sub_ 2392,9,5,Kennedy Tyler_2011-2012,2011,2011-2012,Kennedy Tyler,Tyler ,Kennedy,2000000,2.0,5.5,11.0,16.5,97.5,5.0,431.0,5.5,11.0,16.5,97.5,5.0,431.0
1427,13802,Kennedy Tyler,Kennedy,Tyler,2012-13,26.0,PIT,CA,C,46,6,5,11,-6,19,5,1,0,100,573,0.3,0.2,0.5,-0.2,-0.2,0.0,-0.4,Sub_ 2392,9,6,Kennedy Tyler_2012-2013,2012,2012-2013,Kennedy Tyler,Tyler ,Kennedy,1170732,1.170732,5.124998718750319,4.270832265625266,9.395830984375586,85.41664531250532,-5.124998718750319,489.43737764065554,5.124998718750319,4.270832265625266,9.395830984375586,85.41664531250532,-5.124998718750319,489.43737764065554
1428,13803,Kennedy Tyler,Kennedy,Tyler,2013-14,27.0,SJS,CA,RW,67,4,13,17,-10,34,4,0,0,143,852,-0.1,0.5,0.4,-1.0,0.9,0.0,0.0,Sub_ 2392,9,7,Kennedy Tyler_2013-2014,2013,2013-2014,Kennedy Tyler,Tyler ,Kennedy,2350000,2.35,1.702127659574468,5.531914893617021,7.234042553191489,60.85106382978723,-4.25531914893617,362.55319148936167,1.702127659574468,5.531914893617021,7.234042553191489,60.85106382978723,-4.25531914893617,362.55319148936167
1429,13804,Kennedy Tyler,Kennedy,Tyler,2014-15,28.0,NYI,CA,C/LW,38,6,8,14,-2,10,6,0,0,79,424,1.1,0.4,1.4,1.6,1.0,-0.3,2.3,Sub_ 2392,9,8,Kennedy Tyler_2014-2015,2014,2014-2015,Kennedy Tyler,Tyler ,Kennedy,518010,0.51801,11.582787977066081,15.443717302754774,27.026505279820853,152.5067083647034,-3.8609293256886934,818.517017046003,11.582787977066081,15.443717302754774,27.026505279820853,152.5067083647034,-3.8609293256886934,818.517017046003
1430,13805,Kennedy Tyler,Kennedy,Tyler,2015-16,29.0,NJD,CA,C,50,3,13,16,-14,14,2,1,0,72,671,0.3,0.4,0.7,-1.0,0.4,0.0,-0.6,Sub_ 2392,9,9,Kennedy Tyler_2015-2016,2015,2015-2016,Kennedy Tyler,Tyler ,Kennedy,600000,0.6,5.0,21.666666666666668,26.666666666666668,120.0,-23.333333333333336,1118.3333333333335,5.0,21.666666666666668,26.666666666666668,120.0,-23.333333333333336,1118.3333333333335
1431,13819,Kero Tanner,Kero,Tanner,2015-16,23.0,CHI,US,RW,17,1,2,3,-2,2,1,0,0,26,209,-0.1,0.1,0.0,-0.6,0.3,0.0,-0.2,Sub_ 2396,1,1,Kero Tanner_2015-2016,2015,2015-2016,Kero Tanner,Tanner ,Kero,311731,0.311731,3.2078939855195667,6.4157879710391335,9.6236819565587,83.40524362350874,-6.4157879710391335,670.4498429735894,3.2078939855195667,6.4157879710391335,9.6236819565587,83.40524362350874,-6.4157879710391335,670.4498429735894
1432,13859,Kesler Ryan,Kesler,Ryan,2011-12,27.0,VAN,US,C,77,22,27,49,11,56,13,8,1,222,1547,3.5,2.0,5.5,6.1,2.9,-0.6,8.4,Sub_ 2401,12,8,Kesler Ryan_2011-2012,2011,2011-2012,Kesler Ryan,Ryan ,Kesler,5000000,5.0,4.4,5.4,9.8,44.4,2.2,309.4,4.4,5.4,9.8,44.4,2.2,309.4
1433,13860,Kesler Ryan,Kesler,Ryan,2012-13,28.0,VAN,US,C,17,4,9,13,-5,12,2,2,0,36,322,1.0,0.2,1.2,1.1,0.1,-0.9,0.3,Sub_ 2401,12,9,Kesler Ryan_2012-2013,2012,2012-2013,Kesler Ryan,Ryan ,Kesler,5000000,5.0,0.8,1.8,2.6,7.2,-1.0,64.4,0.8,1.8,2.6,7.2,-1.0,64.4
1434,13861,Kesler Ryan,Kesler,Ryan,2013-14,29.0,VAN,US,C,77,25,18,43,-15,81,15,9,1,239,1680,3.0,1.6,4.6,2.0,4.0,-1.1,5.0,Sub_ 2401,12,10,Kesler Ryan_2013-2014,2013,2013-2014,Kesler Ryan,Ryan ,Kesler,5000000,5.0,5.0,3.6,8.6,47.8,-3.0,336.0,5.0,3.6,8.6,47.8,-3.0,336.0
1435,13862,Kesler Ryan,Kesler,Ryan,2014-15,30.0,ANA,US,C,81,20,27,47,-5,75,14,5,1,205,1581,3.2,1.3,4.5,4.7,3.0,0.9,8.6,Sub_ 2401,12,11,Kesler Ryan_2014-2015,2014,2014-2015,Kesler Ryan,Ryan ,Kesler,5000000,5.0,4.0,5.4,9.4,41.0,-1.0,316.2,4.0,5.4,9.4,41.0,-1.0,316.2
1436,13863,Kesler Ryan,Kesler,Ryan,2015-16,31.0,ANA,US,C,79,21,32,53,5,78,15,5,1,164,1543,4.1,2.3,6.4,8.5,5.3,-0.6,13.1,Sub_ 2401,12,12,Kesler Ryan_2015-2016,2015,2015-2016,Kesler Ryan,Ryan ,Kesler,5000000,5.0,4.2,6.4,10.6,32.8,1.0,308.6,4.2,6.4,10.6,32.8,1.0,308.6
1437,13881,Khaira Jujhar,Khaira,Jujhar,2015-16,21.0,EDM,CA,LW,15,0,2,2,-2,13,0,0,0,14,155,-0.2,0.1,-0.1,-0.7,0.3,0.0,-0.4,Sub_ 2406,1,1,Khaira Jujhar_2015-2016,2015,2015-2016,Khaira Jujhar,Jujhar ,Khaira,114880,0.11488,0.0,17.40947075208914,17.40947075208914,121.86629526462396,-17.40947075208914,1349.2339832869081,0.0,17.40947075208914,17.40947075208914,121.86629526462396,-17.40947075208914,1349.2339832869081
1438,13896,Khokhlachev Alexander,Khokhlachev,Alexander,2013-14,20.0,BOS,,C,1,0,0,0,0,2,0,0,0,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub_ 2412,2,1,Khokhlachev Alexander_2013-2014,2013,2013-2014,Khokhlachev Alexander,Alexander ,Khokhlachev,767500,0.7675,0.0,0.0,0.0,2.6058631921824107,0.0,19.54397394136808,0.0,0.0,0.0,2.6058631921824107,0.0,19.54397394136808
1439,13897,Khokhlachev Alexander,Khokhlachev,Alexander,2015-16,22.0,BOS,RU,C,5,0,0,0,-2,0,0,0,0,4,51,-0.1,0.0,-0.2,-0.3,-0.1,0.0,-0.4,Sub_ 2412,2,2,Khokhlachev Alexander_2015-2016,2015,2015-2016,Khokhlachev Alexander,Alexander ,Khokhlachev,37500,0.0375,0.0,0.0,0.0,106.66666666666667,-53.333333333333336,1360.0,0.0,0.0,0.0,106.66666666666667,-53.333333333333336,1360.0
1440,13939,Kindl Jakub,Kindl,Jakub,2011-12,24.0,DET,CS,D,55,1,12,13,7,25,1,0,0,69,773,0.6,2.0,2.7,1.8,2.3,0.0,4.1,Sub_ 2420,7,3,Kindl Jakub_2011-2012,2011,2011-2012,Kindl Jakub,Jakub ,Kindl,850000,0.85,1.1764705882352942,14.117647058823529,15.294117647058824,81.17647058823529,8.23529411764706,909.4117647058824,1.1764705882352942,14.117647058823529,15.294117647058824,81.17647058823529,8.23529411764706,909.4117647058824
1441,13940,Kindl Jakub,Kindl,Jakub,2012-13,25.0,DET,CS,D,41,4,9,13,15,28,3,1,0,76,761,1.0,3.1,4.1,1.8,3.8,0.0,5.6,Sub_ 2420,7,4,Kindl Jakub_2012-2013,2012,2012-2013,Kindl Jakub,Jakub ,Kindl,614634,0.614634,6.507938057445569,14.64286062925253,21.1507986866981,123.65082309146581,24.404767715420885,1238.1352154290196,6.507938057445569,14.64286062925253,21.1507986866981,123.65082309146581,24.404767715420885,1238.1352154290196
1442,13941,Kindl Jakub,Kindl,Jakub,2013-14,26.0,DET,CS,D,66,2,17,19,-4,24,2,0,0,93,1137,1.0,2.0,3.0,1.7,1.1,0.0,2.8,Sub_ 2420,7,5,Kindl Jakub_2013-2014,2013,2013-2014,Kindl Jakub,Jakub ,Kindl,1600000,1.6,1.25,10.625,11.875,58.125,-2.5,710.625,1.25,10.625,11.875,58.125,-2.5,710.625
1443,13942,Kindl Jakub,Kindl,Jakub,2014-15,27.0,DET,CZ,D,35,5,8,13,2,22,3,2,0,54,557,1.3,1.3,2.7,2.1,1.2,0.0,3.3,Sub_ 2420,7,6,Kindl Jakub_2014-2015,2014,2014-2015,Kindl Jakub,Jakub ,Kindl,2500000,2.5,2.0,3.2,5.2,21.6,0.8,222.8,2.0,3.2,5.2,21.6,0.8,222.8
1444,13943,Kindl Jakub,Kindl,Jakub,2015-16,28.0,TOT,CS,D,44,2,6,8,13,18,2,0,0,63,677,0.3,2.5,2.8,0.0,3.2,0.0,3.1,Sub_ 2420,7,7,Kindl Jakub_2015-2016,2015,2015-2016,Kindl Jakub,Jakub ,Kindl,2297044,2.297044,0.8706842359136351,2.6120527077409053,3.4827369436545403,27.426553431279505,5.659447533438628,294.7266138567655,0.8706842359136351,2.6120527077409053,3.4827369436545403,27.426553431279505,5.659447533438628,294.7266138567655
1445,13943,Kindl Jakub,Kindl,Jakub,2015-16,28.0,TOT,CS,D,44,2,6,8,13,18,2,0,0,63,677,0.3,2.5,2.8,0.0,3.2,0.0,3.1,Sub_ 2420,7,7,Kindl Jakub_2015-2016,2015,2015-2016,Kindl Jakub,Jakub ,Kindl,202956,0.202956,9.854352667573266,29.563058002719803,39.417410670293066,310.4121090285579,64.05329233922623,3335.698377973551,9.854352667573266,29.563058002719803,39.417410670293066,310.4121090285579,64.05329233922623,3335.698377973551
1446,13975,King Dwight,King,Dwight,2011-12,22.0,LAK,CA,LW,27,5,9,14,3,10,5,0,0,42,395,1.0,0.7,1.7,1.1,1.1,0.0,2.2,Sub_ 2424,6,2,King Dwight_2011-2012,2011,2011-2012,King Dwight,Dwight ,King,555000,0.555,9.009009009009008,16.216216216216214,25.225225225225223,75.67567567567566,5.405405405405405,711.7117117117117,9.009009009009008,16.216216216216214,25.225225225225223,75.67567567567566,5.405405405405405,711.7117117117117
1447,13976,King Dwight,King,Dwight,2012-13,23.0,LAK,CA,LW,47,4,6,10,-3,11,4,0,0,60,600,-0.1,0.6,0.5,-0.5,0.9,0.0,0.4,Sub_ 2424,6,3,King Dwight_2012-2013,2012,2012-2013,King Dwight,Dwight ,King,439024,0.439024,9.111119209883741,13.666678814825612,22.777798024709355,136.66678814825613,-6.833339407412806,1366.6678814825611,9.111119209883741,13.666678814825612,22.777798024709355,136.66678814825613,-6.833339407412806,1366.6678814825611
1448,13977,King Dwight,King,Dwight,2013-14,24.0,LAK,CA,LW,77,15,15,30,16,18,13,0,2,111,1158,1.8,2.2,4.0,1.7,5.1,0.6,7.4,Sub_ 2424,6,4,King Dwight_2013-2014,2013,2013-2014,King Dwight,Dwight ,King,750000,0.75,20.0,20.0,40.0,148.0,21.333333333333332,1544.0,20.0,20.0,40.0,148.0,21.333333333333332,1544.0
1449,13978,King Dwight,King,Dwight,2014-15,25.0,LAK,CA,LW,81,13,13,26,-3,21,13,0,0,127,1166,1.1,1.2,2.4,1.4,3.2,-0.3,4.3,Sub_ 2424,6,5,King Dwight_2014-2015,2014,2014-2015,King Dwight,Dwight ,King,1750000,1.75,7.428571428571429,7.428571428571429,14.857142857142858,72.57142857142857,-1.7142857142857142,666.2857142857143,7.428571428571429,7.428571428571429,14.857142857142858,72.57142857142857,-1.7142857142857142,666.2857142857143
1450,13979,King Dwight,King,Dwight,2015-16,26.0,LAK,CA,LW,47,7,6,13,-6,24,7,0,0,48,679,0.4,0.5,0.8,0.3,0.7,0.0,1.0,Sub_ 2424,6,6,King Dwight_2015-2016,2015,2015-2016,King Dwight,Dwight ,King,2000000,2.0,3.5,3.0,6.5,24.0,-3.0,339.5,3.5,3.0,6.5,24.0,-3.0,339.5
1451,14084,Klefbom Oscar,Klefbom,Oscar,2014-15,21.0,EDM,SE,D,60,2,18,20,-21,4,2,0,0,98,1320,0.9,1.3,2.1,2.2,2.1,-0.3,4.0,Sub_ 2442,3,2,Klefbom Oscar_2014-2015,2014,2014-2015,Klefbom Oscar,Oscar ,Klefbom,795201,0.795201,2.515087380423314,22.63578642380983,25.150873804233143,123.23928164074239,-26.408417494444798,1659.9576710793874,2.515087380423314,22.63578642380983,25.150873804233143,123.23928164074239,-26.408417494444798,1659.9576710793874
1452,14085,Klefbom Oscar,Klefbom,Oscar,2015-16,22.0,EDM,SE,D,30,4,8,12,-4,6,4,0,0,48,657,1.0,1.2,2.2,1.8,1.0,0.0,2.7,Sub_ 2442,3,3,Klefbom Oscar_2015-2016,2015,2015-2016,Klefbom Oscar,Oscar ,Klefbom,832500,0.8325,4.804804804804805,9.60960960960961,14.414414414414415,57.65765765765766,-4.804804804804805,789.1891891891892,4.804804804804805,9.60960960960961,14.414414414414415,57.65765765765766,-4.804804804804805,789.1891891891892
1453,14092,Klein Kevin,Klein,Kevin,2011-12,27.0,NSH,CA,D,66,4,17,21,-8,4,4,0,0,91,1316,1.2,2.1,3.4,3.5,1.9,0.0,5.4,Sub_ 2443,11,7,Klein Kevin_2011-2012,2011,2011-2012,Klein Kevin,Kevin ,Klein,1350000,1.35,2.962962962962963,12.592592592592592,15.555555555555555,67.4074074074074,-5.925925925925926,974.8148148148148,2.962962962962963,12.592592592592592,15.555555555555555,67.4074074074074,-5.925925925925926,974.8148148148148
1454,14093,Klein Kevin,Klein,Kevin,2012-13,28.0,NSH,CA,D,47,3,11,14,-1,9,3,0,0,54,960,0.7,2.1,2.9,2.0,3.2,0.0,5.2,Sub_ 2443,11,8,Klein Kevin_2012-2013,2012,2012-2013,Klein Kevin,Kevin ,Klein,790244,0.790244,3.7962958276177994,13.91975136793193,17.71604719554973,68.33332489712039,-1.2654319425392664,1214.8146648376958,3.7962958276177994,13.91975136793193,17.71604719554973,68.33332489712039,-1.2654319425392664,1214.8146648376958
1455,14094,Klein Kevin,Klein,Kevin,2013-14,29.0,TOT,CA,D,77,2,7,9,-7,21,2,0,0,73,1335,-0.4,2.5,2.0,-1.3,2.7,0.0,1.4,Sub_ 2443,11,9,Klein Kevin_2013-2014,2013,2013-2014,Klein Kevin,Kevin ,Klein,3000000,3.0,0.6666666666666666,2.3333333333333335,3.0,24.333333333333332,-2.3333333333333335,445.0,0.6666666666666666,2.3333333333333335,3.0,24.333333333333332,-2.3333333333333335,445.0
1456,14095,Klein Kevin,Klein,Kevin,2014-15,30.0,NYR,CA,D,65,9,17,26,24,25,9,0,0,76,1202,2.5,4.0,6.5,5.5,5.8,0.0,11.3,Sub_ 2443,11,10,Klein Kevin_2014-2015,2014,2014-2015,Klein Kevin,Kevin ,Klein,3000000,3.0,3.0,5.666666666666667,8.666666666666666,25.333333333333332,8.0,400.6666666666667,3.0,5.666666666666667,8.666666666666666,25.333333333333332,8.0,400.6666666666667
1457,14096,Klein Kevin,Klein,Kevin,2015-16,31.0,NYR,CA,D,69,9,17,26,16,19,9,0,0,69,1407,2.2,3.7,6.0,5.4,4.4,0.0,9.8,Sub_ 2443,11,11,Klein Kevin_2015-2016,2015,2015-2016,Klein Kevin,Kevin ,Klein,3000000,3.0,3.0,5.666666666666667,8.666666666666666,23.0,5.333333333333333,469.0,3.0,5.666666666666667,8.666666666666666,23.0,5.333333333333333,469.0
1458,14154,Klingberg John,Klingberg,John,2014-15,22.0,DAL,SE,D,65,11,29,40,5,32,9,2,0,98,1420,4.0,2.7,6.7,8.7,2.1,-0.5,10.2,Sub_ 2452,2,1,Klingberg John_2014-2015,2014,2014-2015,Klingberg John,John ,Klingberg,810000,0.81,13.580246913580247,35.80246913580247,49.382716049382715,120.98765432098764,6.172839506172839,1753.0864197530864,13.580246913580247,35.80246913580247,49.382716049382715,120.98765432098764,6.172839506172839,1753.0864197530864
1459,14155,Klingberg John,Klingberg,John,2015-16,23.0,DAL,SE,D,76,10,48,58,22,30,8,2,0,171,1724,5.6,4.6,10.2,11.5,4.3,-0.2,15.6,Sub_ 2452,2,2,Klingberg John_2015-2016,2015,2015-2016,Klingberg John,John ,Klingberg,2250000,2.25,4.444444444444445,21.333333333333332,25.77777777777778,76.0,9.777777777777779,766.2222222222222,4.444444444444445,21.333333333333332,25.77777777777778,76.0,9.777777777777779,766.2222222222222
1460,14176,Knight Corban,Knight,Corban,2015-16,25.0,FLA,CA,C,20,2,5,7,3,4,2,0,0,11,193,0.5,0.3,0.8,1.2,0.6,0.0,1.8,Sub_ 2456,3,3,Knight Corban_2015-2016,2015,2015-2016,Knight Corban,Corban ,Knight,750000,0.75,2.6666666666666665,6.666666666666667,9.333333333333334,14.666666666666666,4.0,257.3333333333333,2.6666666666666665,6.666666666666667,9.333333333333334,14.666666666666666,4.0,257.3333333333333
1461,14234,Koekkoek Slater,Koekkoek,Slater,2014-15,20.0,TBL,CA,D,3,0,0,0,0,2,0,0,0,6,50,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,Sub_ 2465,2,1,Koekkoek Slater_2014-2015,2014,2014-2015,Koekkoek Slater,Slater ,Koekkoek,140573,0.140573,0.0,0.0,0.0,42.68244968806243,0.0,355.6870807338536,0.0,0.0,0.0,42.68244968806243,0.0,355.6870807338536
1462,14254,Koivu Mikko,Koivu,Mikko,2011-12,28.0,MIN,FI,C,55,12,32,44,10,28,9,2,1,129,1174,3.0,2.1,5.1,5.3,3.7,-0.1,9.0,Sub_ 2470,11,7,Koivu Mikko_2011-2012,2011,2011-2012,Koivu Mikko,Mikko ,Koivu,7290000,7.29,1.646090534979424,4.3895747599451305,6.035665294924554,17.695473251028808,1.3717421124828533,161.04252400548697,1.646090534979424,4.3895747599451305,6.035665294924554,17.695473251028808,1.3717421124828533,161.04252400548697
1463,14255,Koivu Mikko,Koivu,Mikko,2012-13,29.0,MIN,FI,C,48,11,26,37,2,26,11,0,0,127,1013,2.5,1.4,3.9,4.8,2.8,0.7,8.3,Sub_ 2470,11,8,Koivu Mikko_2012-2013,2012,2012-2013,Koivu Mikko,Mikko ,Koivu,3160976,3.160976,3.4799378419829825,8.225307626505233,11.705245468488215,40.17746417562171,0.6327159712696332,320.4706394480692,3.4799378419829825,8.225307626505233,11.705245468488215,40.17746417562171,0.6327159712696332,320.4706394480692
1464,14256,Koivu Mikko,Koivu,Mikko,2013-14,30.0,MIN,FI,C,65,11,43,54,0,24,9,2,0,147,1361,3.3,1.6,5.0,5.6,3.2,1.4,10.2,Sub_ 2470,11,9,Koivu Mikko_2013-2014,2013,2013-2014,Koivu Mikko,Mikko ,Koivu,7290000,7.29,1.5089163237311385,5.8984910836762685,7.407407407407407,20.16460905349794,0.0,186.69410150891633,1.5089163237311385,5.8984910836762685,7.407407407407407,20.16460905349794,0.0,186.69410150891633
1465,14257,Koivu Mikko,Koivu,Mikko,2014-15,31.0,MIN,FI,C,80,14,34,48,2,38,10,4,0,179,1542,2.8,1.8,4.6,3.8,3.1,0.4,7.4,Sub_ 2470,11,10,Koivu Mikko_2014-2015,2014,2014-2015,Koivu Mikko,Mikko ,Koivu,5400000,5.4,2.5925925925925926,6.296296296296296,8.888888888888888,33.148148148148145,0.37037037037037035,285.55555555555554,2.5925925925925926,6.296296296296296,8.888888888888888,33.148148148148145,0.37037037037037035,285.55555555555554
1466,14258,Koivu Mikko,Koivu,Mikko,2015-16,32.0,MIN,FI,C,82,17,39,56,6,40,6,10,1,141,1634,3.7,2.2,6.0,5.0,4.5,-0.9,8.6,Sub_ 2470,11,11,Koivu Mikko_2015-2016,2015,2015-2016,Koivu Mikko,Mikko ,Koivu,7290000,7.29,2.3319615912208507,5.349794238683128,7.681755829903978,19.34156378600823,0.823045267489712,224.14266117969822,2.3319615912208507,5.349794238683128,7.681755829903978,19.34156378600823,0.823045267489712,224.14266117969822
1467,14275,Koivu Saku,Koivu,Saku,2012-13,38.0,ANA,FI,C,47,8,19,27,4,18,4,4,0,55,827,1.6,1.0,2.6,3.9,1.9,0.7,6.6,Sub_ 2471,18,17,Koivu Saku_2012-2013,2012,2012-2013,Koivu Saku,Saku ,Koivu,1756098,1.756098,4.5555544166669515,10.81944173958401,15.374996156250962,31.319436614585292,2.2777772083334757,470.9304378229461,4.5555544166669515,10.81944173958401,15.374996156250962,31.319436614585292,2.2777772083334757,470.9304378229461
1468,14276,Koivu Saku,Koivu,Saku,2013-14,39.0,ANA,FI,C,65,11,18,29,3,46,10,0,1,81,978,1.8,0.8,2.6,3.9,2.4,-0.8,5.5,Sub_ 2471,18,18,Koivu Saku_2013-2014,2013,2013-2014,Koivu Saku,Saku ,Koivu,2500000,2.5,4.4,7.2,11.6,32.4,1.2,391.2,4.4,7.2,11.6,32.4,1.2,391.2
1469,14312,Komarov Leo,Komarov,Leo,2012-13,26.0,TOR,SU,C,42,4,5,9,-1,18,4,0,0,51,585,-0.2,0.5,0.3,0.1,2.2,0.0,2.2,Sub_ 2481,3,1,Komarov Leo_2012-2013,2012,2012-2013,Komarov Leo,Leo ,Komarov,582561,0.582561,6.866233750628689,8.582792188285861,15.449025938914552,87.54448032051579,-1.7165584376571723,1004.1866860294458,6.866233750628689,8.582792188285861,15.449025938914552,87.54448032051579,-1.7165584376571723,1004.1866860294458
1470,14313,Komarov Leo,Komarov,Leo,2014-15,28.0,TOR,EE,C,62,8,18,26,0,18,7,0,1,84,911,1.4,1.0,2.4,3.4,3.5,0.0,6.9,Sub_ 2481,3,2,Komarov Leo_2014-2015,2014,2014-2015,Komarov Leo,Leo ,Komarov,2950000,2.95,2.711864406779661,6.101694915254237,8.813559322033898,28.47457627118644,0.0,308.8135593220339,2.711864406779661,6.101694915254237,8.813559322033898,28.47457627118644,0.0,308.8135593220339
1471,14314,Komarov Leo,Komarov,Leo,2015-16,29.0,TOR,SU,C,67,19,17,36,-12,40,14,4,1,130,1195,2.7,0.9,3.7,3.5,1.6,0.0,5.1,Sub_ 2481,3,3,Komarov Leo_2015-2016,2015,2015-2016,Komarov Leo,Leo ,Komarov,2950000,2.95,6.440677966101695,5.762711864406779,12.203389830508474,44.06779661016949,-4.067796610169491,405.08474576271186,6.440677966101695,5.762711864406779,12.203389830508474,44.06779661016949,-4.067796610169491,405.08474576271186
1472,14390,Kopecky Tomas,Kopecky,Tomas,2011-12,29.0,FLA,CS,RW,80,10,22,32,-8,32,8,2,0,143,1382,0.8,1.3,2.1,-0.1,2.8,-0.6,2.2,Sub_ 2492,10,7,Kopecky Tomas_2011-2012,2011,2011-2012,Kopecky Tomas,Tomas ,Kopecky,3150000,3.15,3.174603174603175,6.984126984126984,10.158730158730158,45.3968253968254,-2.5396825396825395,438.73015873015873,3.174603174603175,6.984126984126984,10.158730158730158,45.3968253968254,-2.5396825396825395,438.73015873015873
